label,token_count,text,original_text
0,73,摸奶节每年阴历的7月141516这三天云南哀牢山区双柏县鄂家镇的鬼节除了一样要烧纸祭奠鬼外还有自己的独特处摸奶节在这三天中无论远近来到集镇上的男男女女只要你出现愿意不愿意都要被卷进摸奶节中男人高兴地摸女人愉快地接受摸,【摸奶节】每年阴历的7月14、15、16这三天，云南哀牢山区双柏县鄂家镇的“鬼节”除了一样要烧纸祭奠“鬼”外，还有自己的独特处――“摸奶节”。在这三天中，无论远近来到集镇上的男男女女，只要你出现，愿意不愿意都要被卷进“摸奶节”中，男人高兴地摸，女人愉快地接受摸。
0,74,妇幼保健院夏主任提示您请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料告诉家里有小孩的朋友旺仔牛奶可口可乐爽歪歪娃哈哈AD钙奶多美滋雅培美汁源果粒奶优菠萝味的都含有肉毒杆菌现在紧急召回有孩子的都转下没孩的也转一下 2西金环路,妇幼保健院夏主任提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、多美滋、雅培、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下。没孩的也转一下 2西金环路
0,74,寻人启事联系人汪永超 15009210659有线索酬金100万 帮忙扩散今天上午一个2多岁小男孩在浙江嘉兴阳光小区附近被人拐走了小男孩能说出他的名字王鹤从监控上看是被一个四十多岁男人抱走了现大人都急疯了 有知情者请告之 万分感谢 看到信息的兄弟姐妹留意一下,寻人启事联系人汪永超 15009210659。有线索酬金100万 帮忙扩散，今天上午一个2多岁小男孩在浙江嘉兴阳光小区附近被人拐走了，小男孩能说出他的名字……王鹤从监控上看是被一个四十多岁男人抱走了现大人都急疯了 有知情者请告之 万分感谢 看到信息的兄弟姐妹留意一下
0,74,转一张悲情至极照片这绝对是能获得普利策大奖照片虽然这位中年女性裸露着上身但不色情她让我想起自己的母亲这是正在拉船的女纤夫和男人一样光着上身还穿着草鞋说明她们贫困无奈到了何种地步作者无意去技术处理掉干瘪身体下的乳房那是对大地母亲的悲情倾诉nbspnbsp,【转：一张悲情至极照片】这绝对是能获得普利策大奖照片。虽然这位中年女性裸露着上身，但不色情，她让我想起自己的母亲。这是正在拉船的女纤夫，和男人一样光着上身，还穿着草鞋，说明她们贫困无奈到了何种地步！作者无意去技术处理掉干瘪身体下的乳房，那是对大地母亲的悲情倾诉！&nbsp;&nbsp;
1,74,成都一小区门卫酷似马云走红 笑称比马云好看58岁的小区门卫柯全寿因为长相酷似马云成了红人虽然柯全寿自认为和马云不怎么像很多人都认为很像最近不断有市民因过来看他要求合影一位小区居民每次经过门卫室都要喊一声马哥成都商报O网页链接,【成都一小区门卫酷似马云走红 笑称比马云好看】58岁的小区门卫柯全寿因为长相酷似马云，成了红人。虽然柯全寿自认为和马云不怎么像，很多人都认为“很像”。最近，不断有市民因过来看他，要求合影。一位小区居民每次经过门卫室，都要喊一声“马哥”。（成都商报）O网页链接
1,74,男子扮韩国明星骗了一商场人 女粉丝尖叫欧巴求合影整个恶作剧就俩步骤第一步假扮成韩国明星第二步走在假扮成韩国明星这个环节小伙子还雇了6个人分别假扮成女友助理保镖摄像粉丝们则纷纷表示喜欢恶作剧男子电影都喜欢给欧巴带好O网页链接观察者网,【男子扮韩国明星骗了一商场人 女粉丝尖叫欧巴求合影】整个恶作剧就俩步骤，第一步：假扮成韩国明星，第二步：走。在假扮成韩国明星这个环节，小伙子还雇了6个人分别假扮成女友、助理、保镖、摄像。粉丝们则纷纷表示喜欢恶作剧男子电影，“都喜欢！”“给欧巴带好！”O网页链接（观察者网）
0,74,原来是真的幼儿园都发通知了家长们注意啦现在得白血病的小孩越来越多妇幼保健院提示您请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料告诉家里有小孩的朋友旺仔牛奶可口可乐爽歪歪娃哈哈AD钙奶 未来星都含有肉毒杆菌现在紧急召回有孩子的都转下nbspnbspnbsp没有孩子的也请友情转转,原来是真的，幼儿园都发通知了，家长们注意啦：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶 未来星都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！&nbsp;&nbsp;&nbsp;没有孩子的也请友情转转！！
0,75,广西女子为赢iPhone6 与人打赌街头裸奔广西龙州县深夜现一名年轻女子全身赤裸三点尽露在马路裸奔据网民称女子之所以裸奔是因为在quot朋友圈quot跟友人打赌如果脱光赤条条绕城一圈便送她一部苹果iPhone6结果该名女子真的褪去身上所有衣服尽情裸奔,【广西女子为赢iPhone6 与人打赌街头裸奔】广西龙州县深夜现一名年轻女子，全身赤裸三点尽露在马路裸奔。据网民称，女子之所以裸奔，是因为在&quot;朋友圈&quot;跟友人打赌，如果脱光赤条条绕城一圈，便送她一部苹果iPhone6，结果该名女子真的褪去身上所有衣服，尽情裸奔。
0,75,APEC会议在海参崴举行此间爆出根据中苏条约约定1996年中国可以收回海参崴但国民对此一无所知十年前本人曾到此参观发现其港口条件在我沿海几乎无一可比这里每天都要发射火炮潜艇公开展示自由之火常燃名曰纪念二战实际上是俄罗斯对武力的崇拜我们这个惧战的国家从此永失国土,APEC会议在海参崴举行，此间爆出根据中苏条约约定，1996年中国可以收回海参崴，但国民对此一无所知。十年前本人曾到此参观，发现其港口条件在我沿海几乎无一可比！这里每天都要发射火炮，潜艇公开展示，自由之火常燃，名曰纪念二战，实际上是俄罗斯对武力的崇拜。我们这个惧战的国家，从此永失国土！
1,75,此刻一起转发为恒大加油共同见证历史今天下午3点世俱杯季军争夺战广州恒大对阵广岛三箭赛前郑智说输给巴萨全队斗志并未受影响今天将全力争胜把胜利送给受伤的队友邹正两年前恒大曾获得世俱杯第四名今天他们能否冲击第三创造历史转发为中国球队加油央视,【此刻，一起转发，为恒大加油！共同见证历史！】今天下午3点，世俱杯季军争夺战，广州恒大对阵广岛三箭。赛前郑智说，输给巴萨全队斗志并未受影响，今天将全力争胜，把胜利送给受伤的队友邹正。两年前，恒大曾获得世俱杯第四名。今天，他们能否冲击第三创造历史？转发，为中国球队加油！（央视）
1,75,你丢飞机了没 吉隆坡国际机场3架波音747无人认领马来西亚媒体报道吉隆坡国际机场出现三架找不到主人的波音747200F型飞机马来西亚机场公司不得不登报寻找机主要求其14天内领回飞机并缴清机场费用否则将通过售卖或拆除的方式抵销拖欠的费用O网页链接 央视新闻,【你丢飞机了没？ 吉隆坡国际机场3架波音747无人认领】马来西亚媒体报道，吉隆坡国际机场出现三架“找不到主人”的波音747-200F型飞机，马来西亚机场公司不得不登报寻找机主，要求其14天内领回飞机并缴清机场费用，否则将通过售卖或拆除的方式抵销拖欠的费用。O网页链接 央视新闻
1,75,婚检女友查出疑似艾滋被隐瞒 小伙婚后被感染去年三月河南男子小新和女友前往永城市妇幼保健院婚检时医生查出其女友小叶疑似感染艾滋病毒但单独叫住了小叶小新得到医生的答复是一切正常婚后小新感染艾滋随后将医院和疾控中心告上法庭O婚检时女友艾滋被瞒小伙感染,【婚检女友查出疑似艾滋被隐瞒 小伙婚后被感染】去年三月，河南男子小新和女友前往永城市妇幼保健院婚检时，医生查出其女友小叶疑似感染艾滋病毒，但单独叫住了小叶。小新得到医生的答复是，一切正常。婚后小新感染艾滋，随后将医院和疾控中心告上法庭。O婚检时女友艾滋被瞒.小伙感染
0,75,今天邵逸夫先生出殡了乔布斯去世的时候我们中国人铺天卷地的刷屏而邵逸夫去世了却没有看见有人悼念我们有千百个学校的教学楼叫做逸夫教学楼多少医院有逸夫门诊楼这位老人一生捐赠了数以千百亿计的医疗设施和教育设施对国人来说他真的比乔布斯伟大多逸夫老先生一路走好,今天邵逸夫先生出殡了，乔布斯去世的时候，我们中国人铺天卷地的刷屏，而邵逸夫去世了，却没有看见有人悼念，我们有千百个学校的教学楼叫做“逸夫教学楼”，多少医院有“逸夫门诊楼＂，这位老人一生捐赠了数以千百亿计的医疗设施和教育设施，对国人来说，他真的比乔布斯伟大多，逸夫老先生，一路走好！
1,76,四五岁男孩开车上路边与父亲交谈网传视频一位四五岁的小孩熟练地手掌方向盘驾车穿行于车流之中其身后则坐着他的父亲有网友惊叹小车神但更多的网友表示这不仅是对自己的生命开玩笑对他人也极不负责根据交通法规教唆小朋友开车的大人最高处以15日拘留O四五岁男孩开车上路 父亲指导,【四五岁男孩开车上路边与父亲交谈】网传视频，一位四五岁的小孩熟练地手掌方向盘，驾车穿行于车流之中，其身后则坐着他的父亲。有网友惊叹“小车神”，但更多的网友表示：这不仅是对自己的生命开玩笑，对他人也极不负责。根据交通法规，教唆小朋友开车的大人，最高处以15日拘留。O四五岁男孩开车上路 父亲指导
1,76,被拐23年他终和母亲团聚29岁的小吴6岁时被从沈阳拐卖到福建他一直想念亲生母亲但只有模糊记忆寻亲难度很大沈阳当地民警没放弃经大量比对排查找到一位疑似的石女士后经亲子鉴定证实两人确为母子近日这对分离23年的母子团聚为民警们点愿天下无拐O网页链接,【被拐23年，他终和母亲团聚】29岁的小吴6岁时被从沈阳拐卖到福建，他一直想念亲生母亲，但只有模糊记忆，寻亲难度很大。沈阳当地民警没放弃，经大量比对排查找到一位疑似的石女士。后经亲子鉴定证实两人确为母子！近日这对分离23年的母子团聚！为民警们点，愿天下无拐！O网页链接
1,76,海归博士后饶毅反智的教育会产生愤青在饶毅看来国内中文教育本质是反智的只需死记硬背不需动脑筋在这种教育下丧失了独立思考的中国人更多的只会表达情绪而不去思考和辩证相对美国百姓更容易出现键盘侠愤青和没有逻辑的谩骂Via L海归博士后饶毅反智的教育在制造愤青,【海归博士后饶毅：反智的教育会产生愤青】在饶毅看来，国内中文教育本质是反智的，“只需死记硬背，不需动脑筋。”在这种教育下，丧失了独立思考的中国人，更多的只会表达情绪，而不去思考和辩证。相对美国百姓，更容易出现键盘侠、愤青、和没有逻辑的谩骂。Via.@新浪资讯台 L海归博士后饶毅：反智的教育在制造愤青
0,76,广西南宁鸡村強拆奔驰老板跟儿子被活活打死他的死让我明白了这就是中國我能做的也只有转发让更多的人看到走好你是条汉子城管也有2死几个受伤老爸先在自家楼顶被打死后儿子开车撞上几个城管后开车的是儿子也被打死了两命换两命现在连家人还被派出所关着呢 2昆明呈贡区,广西南宁鸡村強拆，奔驰老板跟儿子被活活打死，他的死让我明白了这就是中國，我能做的也只有转发，让更多的人看到，走好，你是条汉子。城管也有2死，几个受伤。老爸先在自家楼顶被打死后儿子开车撞上几个城管后开车的是儿子也被打死了。两命换两命。现在连家人还被派出所关着呢。 2昆明·呈贡区
0,76,香港方面称充气大黄鸭在港不幸爆掉乃大陆沈阳某旅行团的胡某扔烟头所致此旅行团13日晚搭乘豪华客轮莫利亚第号经过大黄鸭旁胡某向其投掷了30个点燃的烟头并向周围游客表示不信弄不死你昨晚大黄鸭倒下后经导游指认港警已将其收监,香港方面称，充气大黄鸭在港不幸爆掉，乃大陆沈阳某旅行团的胡某扔烟头所致。此旅行团13日晚搭乘豪华客轮「莫利亚第」号经过大黄鸭旁，胡某向其投掷了30个点燃的烟头并向周围游客表示“不信弄不死你”，昨晚大黄鸭倒下后经导游指认港警已将其收监。
0,76,沈阳中街今日发生枪战十多名新疆暴徒乱砍乱杀特警赶到后于新疆人持枪对战牺牲三名特警伤及数名路人以后尽量少外出尤其是人员密集场所新疆人太特么牲口发怒发怒发怒nbspnbsp以后尽量少出门去人口密集的地方太不安全了 说是沈阳中街大家要预防,沈阳中街今日发生枪战，十多名新疆暴徒乱砍乱杀，特警赶到后于新疆人持枪对战，牺牲三名特警，伤及数名路人，以后尽量少外出，尤其是人员密集场所，新疆人太特么牲口[发怒][发怒][发怒]，，，，&nbsp;&nbsp;以后尽量少出门去人口密集的地方太不安全了 说是沈阳中街，大家要预防
1,76,男子自称quot项羽后人quot密谋暴动自称项羽后人成立影子兵团幻想当上总统掌管天下伺机在公共场所制造爆炸这样荒诞可怖的情节却在现实生活中真实上演近日广州警方经过缜密侦查摧毁了一个密谋通过绑架富人筹款伺机制造爆炸事件引发社会混乱的团伙O男子自称quot项羽后人quot密谋暴动,【男子自称&quot;项羽后人&quot;密谋暴动】自称“项羽后人”，成立“影子兵团”，幻想当上“总统”“掌管天下”，伺机在公共场所制造爆炸…这样荒诞可怖的情节，却在现实生活中真实上演。近日，广州警方经过缜密侦查，摧毁了一个密谋通过绑架富人筹款、伺机制造爆炸事件引发社会混乱的团伙：O男子自称&quot;项羽后人&quot;密谋暴动
1,77,恐怖分子使用了廉价爆炸物撒旦之母 巴黎检查官莫兰刚刚在记者会上说恐怖分子使用的自杀式炸弹所用材料为三过氧化三丙酮TATP这种爆炸物也被称为撒旦之母其材料容易获得制造成本也很低且一般的检查手段难以发现 直播O巴黎警方抓捕袭击案嫌犯 双方发生激烈枪战,【恐怖分子使用了廉价爆炸物“撒旦之母” 】巴黎检查官莫兰刚刚在记者会上说，恐怖分子使用的自杀式炸弹所用材料为三过氧化三丙酮（TATP），这种爆炸物也被称为“撒旦之母”，其材料容易获得，制造成本也很低，且一般的检查手段难以发现。#巴黎多起枪击爆炸案# 直播O巴黎警方抓捕袭击案嫌犯 双方发生激烈枪战
1,77,亮瞎南昌西汉古墓出土的金器真的是金灿灿的17日南昌西汉海昏侯墓主椁室考古发掘中墓主椁室西侧发现了数量惊人的金器堆包括数十枚马蹄金两盒金饼等据专家这是目前在国内西汉墓葬考古中保存最完整数量最集中的一次发现擦净打上灯光后亮瞎,【亮瞎！南昌西汉古墓出土的金器真的是金灿灿的！】17日，南昌西汉海昏侯墓主椁室考古发掘中，墓主椁室西侧发现了数量惊人的金器堆，包括数十枚马蹄金、两盒金饼等。据专家，这是目前在国内西汉墓葬考古中保存最完整、数量最集中的一次发现。擦净，打上灯光后，亮瞎！！
0,77,深圳城管直接开车碾压收报纸老人这次摄像头没失灵深圳再一次走在了全国前面城管抢走了收废报纸老人秤老人向城管索要坐在车前不起城管的汽车直接从老人身上活活碾压过去老人目前生命垂危向有良知的深圳电视台致敬求大家扩散人肉这帮人渣L新闻报道 城管取缔老太摊位却用碾压老太致死流畅,【深圳城管直接开车碾压收报纸老人】这次摄像头没失灵，深圳再一次走在了全国前面：城管抢走了收废报纸老人秤，老人向城管索要，坐在车前不起，城管的汽车直接从老人身上活活碾压过去，老人目前生命垂危。向有良知的深圳电视台致敬，求大家扩散人肉这帮人渣！L《新闻报道》 城管取缔老太摊位，却用碾压老太致死（流畅）
0,77,中国需要这样的医生比起那些没钱就给停药的quot救死扶伤quot医院比起那些不给红包就刁难患者的quot天使quot她是真正quot救死扶伤quot的最美医生然而最美医生却在经受着法律带来的委屈李芊医生路遇孕妇助其生产但事后却以非法行医被告上法庭难道在医院之外医生就不是医生了O网页链接,【中国需要这样的医生】比起那些没钱就给停药的&quot;救死扶伤&quot;医院，比起那些不给红包就刁难患者的&quot;天使&quot;，她是真正&quot;救死扶伤&quot;的最美医生！然而，最美医生却在经受着法律带来的委屈，李芊医生路遇孕妇助其生产，但事后却以“非法行医”被告上法庭，难道在医院之外医生就不是医生了？O网页链接
0,77,寻人启事吴梦月女3岁失踪日期2014年12月09日下午2点左右失踪地点房山区花冠天地门口如有知情者请提供线索帮助找到孩子愿意把价值50万房子卖掉给予酬金跪求天下所有的好心人帮忙转发扩散举手之劳愿所有好心人一生平安知情联系电话15885896808 转发急急急,寻人启事：吴梦月，女，3岁：失踪日期：2014年12月09日下午2点左右，失踪地点：房山区花冠天地门口。如有知情者请提供线索，帮助找到孩子。愿意把价值50万房子卖掉给予酬金：跪求天下所有的好心人帮忙转发扩散。举手之劳。愿所有好心人一生平安。知情联系电话.15885896808 。转发急急急！！！
0,77,四川藏区需要4一10岁小孩的衣服和鞋子新旧不限洗干净就可以地址四川省甘孜藏族石渠县西区长沙贡马乡小学 邮编627350 校长达洼15884044467 如果有合适的衣服可以邮寄帮忙转一下贴也好也许您的一下简单复制就能给孩子们一个幸福的明天天气冷给孩子们添加些棉衣希望得到帮助,四川藏区需要4一10岁小孩的衣服和鞋子，新旧不限。洗干净就可以。地址：四川省甘孜藏族石渠县西区长沙贡马乡小学， 邮编：627350 校长：达洼15884044467 如果有合适的衣服可以邮寄，帮忙转一下贴也好，也许您的一下简单复制，就能给孩子们一个幸福的明天。天气冷给孩子们添加些棉衣！希望得到帮助
1,77,广东普宁通报百余人抗议环保项目 打砸学校恐吓师生普宁市通报称个别人员造谣炒作串联煽动民众游行聚集上访反对新建的普宁云落生活垃圾环保处理中心项目24日150多名挑头分子先后强行闯入该市云落镇2所学校煽动恐吓师生打砸一学校门窗等致个别师生受伤,【广东普宁通报：百余人抗议环保项目 打砸学校恐吓师生】普宁市通报称，个别人员造谣炒作，串联煽动民众游行，聚集上访，反对新建的普宁云落生活垃圾环保处理中心项目。24日，150多名挑头分子先后强行闯入该市云落镇2所学校，煽动、恐吓师生，打砸一学校门窗等，致个别师生受伤。http://t.cn/R45Pt7G
1,78,中国9大最恐怖栈道 一起来挑战华山长空栈道仅三道木板宽天门山鬼谷玻璃栈道全线都立于万丈悬崖中贵州南江大峡谷栈道头顶一线天踩着摇摇欲坠铁索桥脚下是湍急流水河北白石山国内最长悬空玻璃栈道世之奇伟瑰怪常在于险远你敢挑战吗,【中国9大最“恐怖”栈道 一起来挑战】①华山长空栈道，仅三道木板宽；②天门山鬼谷玻璃栈道，全线都立于万丈悬崖中；③贵州南江大峡谷栈道，头顶一线天，踩着“摇摇欲坠”铁索桥，脚下是湍急流水；④河北白石山“国内最长悬空玻璃栈道”……世之奇伟、瑰怪，常在于险远，你，敢挑战吗？@旅者志
1,78,怪癖男子长期吃屎 称女厕所的好吃这是日前发生在江门的一幕超重口味事件怪癖男子长期吃屎称女厕所的好吃还说自己饿了就吃已经吃了很久 当记者问男子为什么会选择女厕所该名男子回答称女厕的比较好吃点O怪癖男子长期吃屎 称女厕所的好吃百吃不厌 万象,【“怪癖”男子长期吃屎 称女厕所的好吃】这是日前发生在江门的一幕超重口味事件，“怪癖”男子长期吃屎，称女厕所的好吃，还说自己饿了就吃已经吃了很久。 当记者问男子为什么会选择女厕所，该名男子回答称“女厕的比较好吃点。”O“怪癖”男子长期吃屎 称女厕所的好吃百吃不厌 - 万象 -
0,78,赵红霞女士 你创造了一次单兵作战就扳倒了10多名厅级贪官的骄人战绩女人的一生应当这样度过当回首往事的时候她不至于因为虚度年华而痛悔也不至于因为过去的碌碌无为而羞愧在临死的时候她能够说我的整个生命和全部精力都已献给世界上最壮丽的事业为人类的反腐而斗争nbspnbspnbsp,赵红霞女士: 你创造了一次单兵作战就扳倒了10多名厅级贪官的骄人战绩。女人的一生应当这样度过，当回首往事的时候，她不至于因为虚度年华而痛悔，也不至于因为过去的碌碌无为而羞愧，在临死的时候，她能够说；我的整个生命和全部精力，都已献给世界上最壮丽的事业，-----为人类的反腐而斗争。&nbsp;&nbsp;&nbsp;
0,78,转中国人拍的金陵十三钗小鬼子票房为零小日本拍的贞子3D将于9月12日在中国大陆上映而9月12日既是南京大屠杀纪念日又是国难日勿忘国耻作为中国人敢不敢让 贞子3D 9月12日票房为零 朋友们 拿起你的鼠标 复制然后粘贴一下 转起转起,转：中国人拍的《金陵十三钗》小鬼子票房为零。小日本拍的《贞子》3D将于9月12日在中国大陆上映。而9月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！！作为中国人，敢不敢让 贞子3D 9月12日票房为零。 朋友们 拿起你的鼠标 复制然后粘贴一下 转起转起！
0,78,洋毒食国家质检总局进口不合格食品黑榜挪威的大西洋鲑鱼检出副溶血性弧菌被销毁韩国进口的乐天牌巧克力粒德国进口的欧尚85黑巧克力均发现铜超标被退货或销毁丹麦奇新蓝罐有限公司生产的曲奇饼干大肠菌群超标被销毁北京晚报仲有乜食得咖吃货们周知,【洋毒食：国家质检总局进口不合格食品黑榜】挪威的大西洋鲑鱼，检出副溶血性弧菌，被销毁。韩国进口的乐天牌巧克力粒，德国进口的欧尚85%黑巧克力，均发现铜超标，被退货或销毁。丹麦奇新蓝罐有限公司生产的曲奇(饼干)，大肠菌群超标，被销毁。（北京晚报）仲有乜食得咖？！吃货们周知！
0,79,紧急通知110已证实不是假的大家注意紧急通知家里有孩子的 大人都看好了江苏省来了1000多外地人专偷小孩抢小孩的苏州已丢20多个已解剖7个拿走器官今天学校也给家长开会呢说凡是街上转悠跟到家门口楼下就走了面包车收粮食的车收旧家电的人带黑口罩穿黑裤子有人问路千万别停下,"紧急通知：110已证实不是假的！大家注意！紧急通知：家里有孩子的 大人都看好了，江苏省来了1000多外地人,专偷小孩抢小孩的,苏州已丢20多个,已解剖7个拿走器官！今天学校也给家长开会呢,说凡是街上转悠,跟到家门口楼下就走了,面包车,收粮食的车,收旧家电的,人带黑口罩,穿黑裤子,有人问路千万别停下！！"
0,79,天津滨海新区塘沽码头爆炸 原因集装箱乙醇爆炸 9辆消防车官兵53人遇难 公安干警21人遇难 百姓未知 预计死亡人数已到 600多人 现在新闻报道死亡17人具体还在统计中国就这样差距那么大因为超过36人市委书记这个级别的要撤职所以一开始发生就注定了死亡人数不会超过36除非真的瞒不住了,天津滨海新区塘沽码头爆炸 原因集装箱乙醇爆炸 9辆消防车官兵53人遇难 公安干警21人遇难 百姓未知 预计死亡人数已到 600多人 ，现在新闻报道死亡17人，具体还在统计，中国就这样，差距那么大！因为超过36人，市委书记这个级别的要撤职，所以一开始发生，就注定了死亡人数不会超过36。除非真的瞒不住了
0,79,110已证实不是假的紧急通知家里有孩子的 大人都看好了江苏省来了1000多外地人 专偷小孩抢小孩的 苏州已丢20多个已解剖7个拿走器官今天学校也给家长开会呢说凡是街上转悠跟到家门口楼下就走了面包车收粮食的车收旧家电的人带黑口罩穿黑裤子有问路的千万别停下不要理会,110已证实不是假的！紧急通知：家里有孩子的 大人都看好了，江苏省来了1000多外地人 专偷小孩抢小孩的 苏州已丢20多个，已解剖7个拿走器官！今天学校也给家长开会呢，说凡是街上转悠，跟到家门口楼下就走了，面包车，收粮食的车，收旧家电的，人带黑口罩，穿黑裤子，有问路的千万别停下，不要理会，
1,79,刘军巴黎是恐袭案的池鱼西方世界领头羊美国不是一个负责任的大国 它草率发动并仓促地结束伊拉克战争和阿富汗战争导致越反越恐的乱局出现考虑到欧洲紧邻恐怖势力泛滥的伊斯兰世界的地理现实欧洲即将进入一个反恐新时代巴黎只是恐怖袭击中的池鱼之一O刘军巴黎是恐袭案的池鱼,【刘军：巴黎是恐袭案的“池鱼”】西方世界领头羊美国不是一个负责任的大国。 它草率发动并仓促地结束伊拉克战争和阿富汗战争，导致“越反越恐”的乱局出现。考虑到欧洲紧邻恐怖势力泛滥的伊斯兰世界的地理现实，欧洲即将进入一个反恐新时代，巴黎只是恐怖袭击中的“池鱼”之一。O刘军：巴黎是恐袭案的“池鱼”
1,79,车翻煤撒一地今晨6点多顺义白马路和顺密路交叉口两辆运煤大货车相撞一车侧翻所幸两司机并无大碍受事故影响白马路仅剩一条车道附近路段造成拥堵目击者称一运煤车逆行致事故发生上午11点左右现场清理完毕交警表示事故原因正在调查京华记者吕高见,#京城事#【两运煤车相撞 车翻煤撒一地】今晨6点多，顺义白马路和顺密路交叉口，两辆运煤大货车相撞，一车侧翻，所幸两司机并无大碍。受事故影响，白马路仅剩一条车道，附近路段造成拥堵。目击者称，一运煤车逆行致事故发生。上午11点左右，现场清理完毕。交警表示，事故原因正在调查。京华记者吕高见
1,79,车主车上留字孩子住院别贴我 交警早日康复沈阳潘先生到医院照顾娃由于停车场没车位将车停在路旁车被贴罚单潘挪了车并在车上留言称孩子住院没停车位才停在这里请别贴我不久后警察蜀黍也留了张条祝早日康复以后尽量按位停车华商晨报O网页链接,【车主车上留字“孩子住院别贴我” 交警：早日康复】沈阳潘先生到医院照顾娃，由于停车场没车位，将车停在路旁，车被贴罚单，潘挪了车，并在车上留言称“孩子住院，没停车位才停在这里，请别贴我”。不久后，警察蜀黍也留了张条：“祝早日康复，以后尽量按位停车。”(华商晨报)O网页链接
0,80,90后女生小丹通过网络社交比邻上认识了广州一男孩两人在不到三天的时间迅速坠入爱河当小丹只身前往广州与其见面后发现对方竟是失去行动能力的小伙而小丹对此竟做出一个惊人的决定退学向对方求婚并承诺照顾对方一生男孩长得很像周杰伦还弹得一首好吉他这段恋情在网上引起轩然大波,90后女生小丹通过网络社交比邻上认识了广州一男孩，两人在不到三天的时间迅速坠入爱河，当小丹只身前往广州与其见面后，发现对方竟是失去行动能力的小伙，而小丹对此竟做出一个惊人的决定：退学向对方求婚，并承诺照顾对方一生。男孩长得很像周杰伦，还弹得一首好吉他，这段恋情在网上引起轩然大波。
0,80,妇幼保健院提示您请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料告诉家里有小孩的朋友刚看了新闻旺仔牛奶可口可乐爽歪歪娃哈哈AD钙奶多美滋雅培美汁源果粒奶优菠萝味的都含有肉毒杆菌现在紧急召回nbspnbspnbspnbspnbspnbspnbspnbspnbspnbsp望家长朋友们爱孩子 就别给他喝了必须转,妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，刚看了新闻：旺仔牛奶。、可口可乐、爽歪歪。娃哈哈AD钙奶、多美滋、雅培、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。现在紧急召回&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;望家长朋友们爱孩子 就别给他喝了！必须转！
1,80,成都被打女司机事发前疑两度故意别车 涉案男子道歉日前成都殴打女司机男子已向对方道歉而记者从警方提供的行车记录视频中看到被殴打的女司机曾两次突然变道险造事故期间双方都有互相喊话的举动疑似斗气L暴打女司机男子行车记录仪视频曝光 O成都殴打女司机男子行车记录仪视频曝光,"【成都被打女司机事发前疑两度故意别车 涉案男子道歉】日前,成都殴打女司机男子已向对方道歉,而记者从警方提供的行车记录视频中看到，被殴打的女司机曾两次突然变道险造事故。期间，双方都有互相喊话的举动，疑似斗气。L暴打女司机男子行车记录仪视频曝光 O成都殴打女司机男子行车记录仪视频曝光"
1,80,现场水里跃起大批鲤鱼 美大学赛艇队训练中止最近美国华盛顿大学新生赛艇队在河里训练时遭遇突然袭击一群在美国称王称霸的亚洲鲤鱼仿佛正在进行跃龙门练习一通乱蹦几乎让赛艇队无法继续训练要不要支援你们200个中国厨子为民除害呀L现场水里跃起大批鲤鱼 美大学赛艇队训练中止,【现场：水里跃起大批鲤鱼 美大学赛艇队训练中止】最近，美国华盛顿大学新生赛艇队在河里训练时遭遇“突然袭击”，一群在美国“称王称霸”的亚洲鲤鱼仿佛正在进行跃龙门练习，一通乱蹦几乎让赛艇队无法继续训练......要不要支援你们200个中国厨子为民除害呀？L现场：水里跃起大批鲤鱼 美大学赛艇队训练中止
1,80,日本福袋最贵52万一只 成中国游客抢手货由于中国大陆和港台游客涌入大阪各百货公司特别扩大了免税福袋柜台东京松屋百货开店一小时衣服类福袋就被抢购一空其中最贵福袋6瓶葡萄酒约52万元人民币15分钟就被人买走据悉福袋是多件商品进行搭配销售的袋子或纸盒O网页链接,【日本福袋最贵52万一只 成中国游客抢手货】由于中国大陆和港台游客涌入，大阪各百货公司特别扩大了免税福袋柜台。东京松屋百货开店一小时，衣服类福袋就被抢购一空，其中最贵福袋——6瓶葡萄酒约52万元人民币，15分钟就被人买走。据悉，福袋是多件商品进行搭配销售的袋子或纸盒。O网页链接
